DateTime,DATE,TIME,O3,ND,SD,F
2022-02-24 00:00:00,2022-02-24,00:00:00,9.45,60.0,1.86,1
2022-02-24 01:00:00,2022-02-24,01:00:00,7.22,60.0,0.94,1
2022-02-24 02:00:00,2022-02-24,02:00:00,6.15,60.0,2.4,1
2022-02-24 03:00:00,2022-02-24,03:00:00,4.5,60.0,1.15,1
2022-02-24 04:00:00,2022-02-24,04:00:00,8.49,60.0,1.73,1
2022-02-24 05:00:00,2022-02-24,05:00:00,10.52,60.0,2.06,1
2022-02-24 06:00:00,2022-02-24,06:00:00,-9999999.9,0.0,-999.99,2
2022-02-24 07:00:00,2022-02-24,07:00:00,11.88,60.0,0.35,1
2022-02-24 08:00:00,2022-02-24,08:00:00,11.79,60.0,0.51,1
2022-02-24 09:00:00,2022-02-24,09:00:00,9.68,60.0,0.79,1
2022-02-24 10:00:00,2022-02-24,10:00:00,11.51,60.0,0.42,1
2022-02-24 11:00:00,2022-02-24,11:00:00,11.41,60.0,0.4,1
2022-02-24 12:00:00,2022-02-24,12:00:00,11.55,60.0,0.36,1
2022-02-24 13:00:00,2022-02-24,13:00:00,10.81,60.0,0.64,1
2022-02-24 14:00:00,2022-02-24,14:00:00,10.93,60.0,0.61,1
2022-02-24 15:00:00,2022-02-24,15:00:00,11.51,60.0,0.24,1
2022-02-24 16:00:00,2022-02-24,16:00:00,11.57,60.0,0.34,1
2022-02-24 17:00:00,2022-02-24,17:00:00,13.67,45.0,0.62,0
2022-02-24 18:00:00,2022-02-24,18:00:00,13.26,60.0,0.48,0
2022-02-24 19:00:00,2022-02-24,19:00:00,11.98,60.0,0.29,0
2022-02-24 20:00:00,2022-02-24,20:00:00,10.96,60.0,0.48,0
2022-02-24 21:00:00,2022-02-24,21:00:00,10.73,60.0,0.27,0
2022-02-24 22:00:00,2022-02-24,22:00:00,10.39,57.0,0.21,0
2022-02-24 23:00:00,2022-02-24,23:00:00,8.67,60.0,1.13,1
2022-02-25 00:00:00,2022-02-25,00:00:00,7.94,60.0,1.85,1
2022-02-25 01:00:00,2022-02-25,01:00:00,8.66,60.0,1.19,1
2022-02-25 02:00:00,2022-02-25,02:00:00,6.85,60.0,1.28,1
2022-02-25 03:00:00,2022-02-25,03:00:00,7.48,60.0,0.83,1
2022-02-25 04:00:00,2022-02-25,04:00:00,5.76,60.0,0.65,1
2022-02-25 05:00:00,2022-02-25,05:00:00,8.1,60.0,0.9,1
2022-02-25 06:00:00,2022-02-25,06:00:00,-9999999.9,0.0,-999.99,2
2022-02-25 07:00:00,2022-02-25,07:00:00,4.96,60.0,1.66,1
2022-02-25 08:00:00,2022-02-25,08:00:00,6.95,60.0,0.89,1
2022-02-25 09:00:00,2022-02-25,09:00:00,6.51,60.0,0.47,1
2022-02-25 10:00:00,2022-02-25,10:00:00,6.66,60.0,0.49,1
2022-02-25 11:00:00,2022-02-25,11:00:00,5.32,60.0,0.39,1
2022-02-25 12:00:00,2022-02-25,12:00:00,6.85,60.0,0.43,1
2022-02-25 13:00:00,2022-02-25,13:00:00,7.28,60.0,0.26,1
2022-02-25 14:00:00,2022-02-25,14:00:00,8.88,60.0,1.22,1
2022-02-25 15:00:00,2022-02-25,15:00:00,11.2,60.0,0.43,1
2022-02-25 16:00:00,2022-02-25,16:00:00,13.43,59.0,0.87,0
2022-02-25 17:00:00,2022-02-25,17:00:00,13.67,59.0,0.42,0
2022-02-25 18:00:00,2022-02-25,18:00:00,13.08,60.0,0.47,1
2022-02-25 19:00:00,2022-02-25,19:00:00,12.8,60.0,0.75,1
2022-02-25 20:00:00,2022-02-25,20:00:00,14.73,58.0,0.44,0
2022-02-25 21:00:00,2022-02-25,21:00:00,13.94,60.0,1.54,0
2022-02-25 22:00:00,2022-02-25,22:00:00,14.95,60.0,0.44,0
2022-02-25 23:00:00,2022-02-25,23:00:00,15.41,60.0,0.25,0
2022-02-26 00:00:00,2022-02-26,00:00:00,15.26,60.0,0.29,0
2022-02-26 01:00:00,2022-02-26,01:00:00,13.69,60.0,1.44,0
2022-02-26 02:00:00,2022-02-26,02:00:00,14.77,60.0,0.23,0
2022-02-26 03:00:00,2022-02-26,03:00:00,15.53,60.0,0.29,0
2022-02-26 04:00:00,2022-02-26,04:00:00,13.02,60.0,3.5,1
2022-02-26 05:00:00,2022-02-26,05:00:00,9.77,60.0,4.14,1
2022-02-26 06:00:00,2022-02-26,06:00:00,-9999999.9,0.0,-999.99,2
2022-02-26 07:00:00,2022-02-26,07:00:00,1.96,60.0,1.3,1
2022-02-26 08:00:00,2022-02-26,08:00:00,5.53,60.0,1.95,1
2022-02-26 09:00:00,2022-02-26,09:00:00,3.96,60.0,1.65,1
2022-02-26 10:00:00,2022-02-26,10:00:00,5.17,60.0,1.51,1
2022-02-26 11:00:00,2022-02-26,11:00:00,9.62,60.0,1.81,1
2022-02-26 12:00:00,2022-02-26,12:00:00,10.26,60.0,0.29,1
2022-02-26 13:00:00,2022-02-26,13:00:00,10.6,60.0,0.42,1
2022-02-26 14:00:00,2022-02-26,14:00:00,11.5,60.0,0.45,1
2022-02-26 15:00:00,2022-02-26,15:00:00,14.01,60.0,1.25,1
2022-02-26 16:00:00,2022-02-26,16:00:00,15.76,60.0,0.51,1
2022-02-26 17:00:00,2022-02-26,17:00:00,16.19,60.0,0.48,1
2022-02-26 18:00:00,2022-02-26,18:00:00,15.54,41.0,0.4,0
2022-02-26 19:00:00,2022-02-26,19:00:00,15.58,57.0,0.5,0
2022-02-26 20:00:00,2022-02-26,20:00:00,15.86,51.0,0.59,0
2022-02-26 21:00:00,2022-02-26,21:00:00,16.55,50.0,0.6,0
2022-02-26 22:00:00,2022-02-26,22:00:00,17.21,59.0,0.5,0
2022-02-26 23:00:00,2022-02-26,23:00:00,17.15,60.0,0.37,1
2022-02-27 00:00:00,2022-02-27,00:00:00,16.07,60.0,0.84,1
2022-02-27 01:00:00,2022-02-27,01:00:00,13.89,60.0,1.93,1
2022-02-27 02:00:00,2022-02-27,02:00:00,15.78,60.0,2.42,1
2022-02-27 03:00:00,2022-02-27,03:00:00,16.84,60.0,0.4,1
2022-02-27 04:00:00,2022-02-27,04:00:00,16.98,60.0,0.43,1
2022-02-27 05:00:00,2022-02-27,05:00:00,16.67,60.0,0.44,1
2022-02-27 06:00:00,2022-02-27,06:00:00,-9999999.9,0.0,-999.99,2
2022-02-27 07:00:00,2022-02-27,07:00:00,16.82,60.0,0.28,0
2022-02-27 08:00:00,2022-02-27,08:00:00,17.11,60.0,0.13,0
2022-02-27 09:00:00,2022-02-27,09:00:00,16.64,60.0,0.24,0
2022-02-27 10:00:00,2022-02-27,10:00:00,16.16,50.0,0.24,0
2022-02-27 11:00:00,2022-02-27,11:00:00,15.65,60.0,0.23,1
2022-02-27 12:00:00,2022-02-27,12:00:00,14.62,60.0,1.05,1
2022-02-27 13:00:00,2022-02-27,13:00:00,15.31,60.0,0.26,1
2022-02-27 14:00:00,2022-02-27,14:00:00,15.16,60.0,0.29,1
2022-02-27 15:00:00,2022-02-27,15:00:00,15.35,60.0,0.41,1
2022-02-27 16:00:00,2022-02-27,16:00:00,14.9,60.0,0.3,1
2022-02-27 17:00:00,2022-02-27,17:00:00,14.67,60.0,1.19,1
2022-02-27 18:00:00,2022-02-27,18:00:00,15.38,60.0,0.34,1
2022-02-27 19:00:00,2022-02-27,19:00:00,15.14,60.0,0.2,1
2022-02-27 20:00:00,2022-02-27,20:00:00,14.69,60.0,0.25,1
2022-02-27 21:00:00,2022-02-27,21:00:00,14.75,60.0,0.27,1
2022-02-27 22:00:00,2022-02-27,22:00:00,14.37,60.0,0.43,1
2022-02-27 23:00:00,2022-02-27,23:00:00,12.95,60.0,1.38,1
2022-02-28 00:00:00,2022-02-28,00:00:00,13.03,60.0,0.35,1
2022-02-28 01:00:00,2022-02-28,01:00:00,12.8,60.0,0.29,1
2022-02-28 02:00:00,2022-02-28,02:00:00,5.73,60.0,4.24,1
2022-02-28 03:00:00,2022-02-28,03:00:00,4.95,60.0,1.96,1
2022-02-28 04:00:00,2022-02-28,04:00:00,8.64,60.0,1.36,1
2022-02-28 05:00:00,2022-02-28,05:00:00,13.16,58.0,1.68,0
2022-02-28 06:00:00,2022-02-28,06:00:00,-9999999.9,0.0,-999.99,2
2022-02-28 07:00:00,2022-02-28,07:00:00,16.45,60.0,0.17,0
2022-02-28 08:00:00,2022-02-28,08:00:00,16.64,60.0,0.21,0
2022-02-28 09:00:00,2022-02-28,09:00:00,16.99,60.0,0.17,0
2022-02-28 10:00:00,2022-02-28,10:00:00,17.16,60.0,0.21,0
2022-02-28 11:00:00,2022-02-28,11:00:00,16.95,60.0,0.45,0
2022-02-28 12:00:00,2022-02-28,12:00:00,17.37,60.0,0.19,0
2022-02-28 13:00:00,2022-02-28,13:00:00,16.86,60.0,0.2,0
2022-02-28 14:00:00,2022-02-28,14:00:00,16.72,60.0,0.17,0
2022-02-28 15:00:00,2022-02-28,15:00:00,16.85,60.0,0.21,0
2022-02-28 16:00:00,2022-02-28,16:00:00,16.37,59.0,0.37,0
2022-02-28 17:00:00,2022-02-28,17:00:00,15.95,60.0,0.33,0
2022-02-28 18:00:00,2022-02-28,18:00:00,16.12,60.0,0.28,0
2022-02-28 19:00:00,2022-02-28,19:00:00,16.02,60.0,0.33,0
2022-02-28 20:00:00,2022-02-28,20:00:00,16.04,60.0,0.36,0
2022-02-28 21:00:00,2022-02-28,21:00:00,15.49,44.0,0.47,0
2022-02-28 22:00:00,2022-02-28,22:00:00,13.6,60.0,0.5,1
2022-02-28 23:00:00,2022-02-28,23:00:00,13.74,60.0,2.01,1
2022-03-01 00:00:00,2022-03-01,00:00:00,14.1,60.0,0.99,1
2022-03-01 01:00:00,2022-03-01,01:00:00,8.87,60.0,3.99,1
2022-03-01 02:00:00,2022-03-01,02:00:00,3.58,60.0,3.67,1
2022-03-01 03:00:00,2022-03-01,03:00:00,15.13,60.0,0.44,1
2022-03-01 04:00:00,2022-03-01,04:00:00,15.76,60.0,0.33,1
2022-03-01 05:00:00,2022-03-01,05:00:00,16.02,60.0,0.23,1
2022-03-01 06:00:00,2022-03-01,06:00:00,-9999999.9,0.0,-999.99,2
2022-03-01 07:00:00,2022-03-01,07:00:00,16.09,60.0,0.17,1
2022-03-01 08:00:00,2022-03-01,08:00:00,15.32,60.0,0.76,1
2022-03-01 09:00:00,2022-03-01,09:00:00,15.47,60.0,0.34,1
2022-03-01 10:00:00,2022-03-01,10:00:00,14.47,60.0,0.54,1
2022-03-01 11:00:00,2022-03-01,11:00:00,13.81,60.0,1.1,1
2022-03-01 12:00:00,2022-03-01,12:00:00,15.49,54.0,0.96,0
2022-03-01 13:00:00,2022-03-01,13:00:00,16.88,45.0,1.01,0
2022-03-01 14:00:00,2022-03-01,14:00:00,14.14,60.0,0.35,1
2022-03-01 15:00:00,2022-03-01,15:00:00,14.05,60.0,0.29,1
2022-03-01 16:00:00,2022-03-01,16:00:00,15.05,60.0,0.66,1
2022-03-01 17:00:00,2022-03-01,17:00:00,15.51,60.0,0.36,1
2022-03-01 18:00:00,2022-03-01,18:00:00,14.82,60.0,0.29,1
2022-03-01 19:00:00,2022-03-01,19:00:00,14.66,60.0,0.25,1
2022-03-01 20:00:00,2022-03-01,20:00:00,14.24,60.0,0.97,1
2022-03-01 21:00:00,2022-03-01,21:00:00,14.4,60.0,0.33,1
2022-03-01 22:00:00,2022-03-01,22:00:00,14.57,60.0,0.36,1
2022-03-01 23:00:00,2022-03-01,23:00:00,9.2,60.0,4.53,1
2022-03-02 00:00:00,2022-03-02,00:00:00,6.84,60.0,1.35,1
2022-03-02 01:00:00,2022-03-02,01:00:00,10.43,60.0,2.26,1
2022-03-02 02:00:00,2022-03-02,02:00:00,14.96,59.0,0.23,0
2022-03-02 03:00:00,2022-03-02,03:00:00,15.08,58.0,0.69,0
2022-03-02 04:00:00,2022-03-02,04:00:00,11.93,60.0,2.17,1
2022-03-02 05:00:00,2022-03-02,05:00:00,7.97,60.0,1.98,1
2022-03-02 06:00:00,2022-03-02,06:00:00,-9999999.9,0.0,-999.99,2
2022-03-02 07:00:00,2022-03-02,07:00:00,5.75,60.0,1.0,1
2022-03-02 08:00:00,2022-03-02,08:00:00,5.52,60.0,1.7,1
2022-03-02 09:00:00,2022-03-02,09:00:00,0.67,60.0,0.48,1
2022-03-02 10:00:00,2022-03-02,10:00:00,3.6,60.0,1.44,1
2022-03-02 11:00:00,2022-03-02,11:00:00,7.4,60.0,1.42,1
2022-03-02 12:00:00,2022-03-02,12:00:00,8.7,60.0,0.7,1
2022-03-02 13:00:00,2022-03-02,13:00:00,7.46,60.0,1.22,1
2022-03-02 14:00:00,2022-03-02,14:00:00,8.16,60.0,1.11,1
2022-03-02 15:00:00,2022-03-02,15:00:00,10.62,60.0,0.54,1
2022-03-02 16:00:00,2022-03-02,16:00:00,13.15,60.0,0.52,1
2022-03-02 17:00:00,2022-03-02,17:00:00,14.48,60.0,0.44,1
2022-03-02 18:00:00,2022-03-02,18:00:00,14.82,60.0,1.3,1
2022-03-02 19:00:00,2022-03-02,19:00:00,13.3,60.0,0.84,1
2022-03-02 20:00:00,2022-03-02,20:00:00,13.47,60.0,1.08,1
2022-03-02 21:00:00,2022-03-02,21:00:00,14.0,60.0,0.51,1
2022-03-02 22:00:00,2022-03-02,22:00:00,13.93,60.0,0.51,1
2022-03-02 23:00:00,2022-03-02,23:00:00,13.46,60.0,1.49,1
2022-03-03 00:00:00,2022-03-03,00:00:00,12.86,60.0,0.87,1
2022-03-03 01:00:00,2022-03-03,01:00:00,12.93,60.0,1.75,1
2022-03-03 02:00:00,2022-03-03,02:00:00,14.36,60.0,0.56,1
2022-03-03 03:00:00,2022-03-03,03:00:00,13.99,60.0,0.61,1
2022-03-03 04:00:00,2022-03-03,04:00:00,14.01,60.0,0.6,1
2022-03-03 05:00:00,2022-03-03,05:00:00,11.5,60.0,2.83,1
2022-03-03 06:00:00,2022-03-03,06:00:00,-9999999.9,0.0,-999.99,2
2022-03-03 07:00:00,2022-03-03,07:00:00,9.8,60.0,2.88,1
2022-03-03 08:00:00,2022-03-03,08:00:00,8.72,60.0,0.96,1
2022-03-03 09:00:00,2022-03-03,09:00:00,12.19,60.0,0.59,1
2022-03-03 10:00:00,2022-03-03,10:00:00,6.96,60.0,2.88,1
2022-03-03 11:00:00,2022-03-03,11:00:00,9.02,60.0,2.84,1
2022-03-03 12:00:00,2022-03-03,12:00:00,8.68,60.0,6.66,1
2022-03-03 13:00:00,2022-03-03,13:00:00,18.9,49.0,0.8,0
2022-03-03 14:00:00,2022-03-03,14:00:00,17.67,60.0,0.65,1
2022-03-03 15:00:00,2022-03-03,15:00:00,16.6,60.0,0.39,1
2022-03-03 16:00:00,2022-03-03,16:00:00,16.05,60.0,0.36,1
2022-03-03 17:00:00,2022-03-03,17:00:00,16.33,60.0,0.58,1
2022-03-03 18:00:00,2022-03-03,18:00:00,16.42,60.0,0.87,1
2022-03-03 19:00:00,2022-03-03,19:00:00,17.07,60.0,1.39,1
2022-03-03 20:00:00,2022-03-03,20:00:00,17.5,60.0,1.21,1
2022-03-03 21:00:00,2022-03-03,21:00:00,17.39,60.0,0.93,1
2022-03-03 22:00:00,2022-03-03,22:00:00,16.39,60.0,1.32,1
2022-03-03 23:00:00,2022-03-03,23:00:00,13.45,60.0,2.19,1
2022-03-04 00:00:00,2022-03-04,00:00:00,6.85,60.0,2.83,1
2022-03-04 01:00:00,2022-03-04,01:00:00,13.88,60.0,1.29,1
2022-03-04 02:00:00,2022-03-04,02:00:00,15.08,60.0,0.77,1
2022-03-04 03:00:00,2022-03-04,03:00:00,13.09,60.0,0.85,1
2022-03-04 04:00:00,2022-03-04,04:00:00,13.8,60.0,1.66,1
2022-03-04 05:00:00,2022-03-04,05:00:00,15.08,60.0,0.68,1
2022-03-04 06:00:00,2022-03-04,06:00:00,-9999999.9,0.0,-999.99,2
2022-03-04 07:00:00,2022-03-04,07:00:00,14.15,60.0,1.07,1
2022-03-04 08:00:00,2022-03-04,08:00:00,12.23,60.0,1.08,1
2022-03-04 09:00:00,2022-03-04,09:00:00,10.75,60.0,4.42,1
2022-03-04 10:00:00,2022-03-04,10:00:00,10.94,60.0,2.01,1
2022-03-04 11:00:00,2022-03-04,11:00:00,12.45,60.0,1.35,1
2022-03-04 12:00:00,2022-03-04,12:00:00,12.51,60.0,0.68,1
2022-03-04 13:00:00,2022-03-04,13:00:00,13.09,60.0,0.45,1
2022-03-04 14:00:00,2022-03-04,14:00:00,13.64,60.0,0.33,1
2022-03-04 15:00:00,2022-03-04,15:00:00,13.84,60.0,0.33,1
2022-03-04 16:00:00,2022-03-04,16:00:00,13.54,60.0,0.48,1
2022-03-04 17:00:00,2022-03-04,17:00:00,13.34,57.0,0.37,0
2022-03-04 18:00:00,2022-03-04,18:00:00,14.91,59.0,0.43,0
2022-03-04 19:00:00,2022-03-04,19:00:00,15.06,60.0,0.19,0
2022-03-04 20:00:00,2022-03-04,20:00:00,15.12,60.0,0.25,0
2022-03-04 21:00:00,2022-03-04,21:00:00,14.91,60.0,0.13,0
2022-03-04 22:00:00,2022-03-04,22:00:00,14.62,60.0,0.18,0
2022-03-04 23:00:00,2022-03-04,23:00:00,14.29,60.0,0.19,0
2022-03-05 00:00:00,2022-03-05,00:00:00,14.62,60.0,0.15,0
2022-03-05 01:00:00,2022-03-05,01:00:00,14.48,60.0,0.14,0
2022-03-05 02:00:00,2022-03-05,02:00:00,14.64,59.0,0.22,0
2022-03-05 03:00:00,2022-03-05,03:00:00,14.94,58.0,0.31,0
2022-03-05 04:00:00,2022-03-05,04:00:00,15.39,60.0,0.22,0
2022-03-05 05:00:00,2022-03-05,05:00:00,15.64,60.0,0.14,0
2022-03-05 06:00:00,2022-03-05,06:00:00,-9999999.9,0.0,-999.99,2
2022-03-05 07:00:00,2022-03-05,07:00:00,15.26,60.0,0.14,0
2022-03-05 08:00:00,2022-03-05,08:00:00,15.02,60.0,0.2,0
2022-03-05 09:00:00,2022-03-05,09:00:00,14.99,60.0,0.15,0
2022-03-05 10:00:00,2022-03-05,10:00:00,14.71,60.0,0.18,0
2022-03-05 11:00:00,2022-03-05,11:00:00,14.79,60.0,0.2,0
2022-03-05 12:00:00,2022-03-05,12:00:00,14.74,60.0,0.13,0
2022-03-05 13:00:00,2022-03-05,13:00:00,14.66,60.0,0.13,0
2022-03-05 14:00:00,2022-03-05,14:00:00,14.73,60.0,0.14,0
2022-03-05 15:00:00,2022-03-05,15:00:00,14.76,59.0,0.14,0
2022-03-05 16:00:00,2022-03-05,16:00:00,14.79,60.0,0.16,0
2022-03-05 17:00:00,2022-03-05,17:00:00,14.82,60.0,0.35,0
2022-03-05 18:00:00,2022-03-05,18:00:00,14.78,60.0,0.25,0
2022-03-05 19:00:00,2022-03-05,19:00:00,14.96,60.0,0.28,0
2022-03-05 20:00:00,2022-03-05,20:00:00,15.48,60.0,0.37,0
2022-03-05 21:00:00,2022-03-05,21:00:00,15.58,60.0,0.21,0
2022-03-05 22:00:00,2022-03-05,22:00:00,15.78,60.0,0.32,0
2022-03-05 23:00:00,2022-03-05,23:00:00,15.92,60.0,0.25,0
2022-03-06 00:00:00,2022-03-06,00:00:00,15.43,59.0,0.17,0
2022-03-06 01:00:00,2022-03-06,01:00:00,15.08,60.0,0.17,0
2022-03-06 02:00:00,2022-03-06,02:00:00,15.25,60.0,0.24,0
2022-03-06 03:00:00,2022-03-06,03:00:00,15.1,60.0,0.32,0
2022-03-06 04:00:00,2022-03-06,04:00:00,13.82,52.0,1.46,0
2022-03-06 05:00:00,2022-03-06,05:00:00,9.96,60.0,3.13,1
2022-03-06 06:00:00,2022-03-06,06:00:00,-9999999.9,0.0,-999.99,2
2022-03-06 07:00:00,2022-03-06,07:00:00,14.87,60.0,0.25,0
2022-03-06 08:00:00,2022-03-06,08:00:00,14.59,60.0,0.25,0
2022-03-06 09:00:00,2022-03-06,09:00:00,14.21,59.0,0.24,0
2022-03-06 10:00:00,2022-03-06,10:00:00,14.22,60.0,0.37,1
2022-03-06 11:00:00,2022-03-06,11:00:00,14.89,60.0,0.24,1
2022-03-06 12:00:00,2022-03-06,12:00:00,12.6,60.0,1.66,1
2022-03-06 13:00:00,2022-03-06,13:00:00,12.65,60.0,1.33,1
2022-03-06 14:00:00,2022-03-06,14:00:00,14.52,60.0,0.4,1
2022-03-06 15:00:00,2022-03-06,15:00:00,13.84,60.0,0.43,1
2022-03-06 16:00:00,2022-03-06,16:00:00,14.32,60.0,0.51,1
2022-03-06 17:00:00,2022-03-06,17:00:00,13.9,60.0,0.5,1
2022-03-06 18:00:00,2022-03-06,18:00:00,14.43,60.0,0.5,1
2022-03-06 19:00:00,2022-03-06,19:00:00,15.01,60.0,0.2,1
2022-03-06 20:00:00,2022-03-06,20:00:00,14.86,60.0,0.35,1
2022-03-06 21:00:00,2022-03-06,21:00:00,15.33,60.0,0.22,1
2022-03-06 22:00:00,2022-03-06,22:00:00,14.44,60.0,0.8,1
2022-03-06 23:00:00,2022-03-06,23:00:00,15.5,55.0,0.3,0
2022-03-07 00:00:00,2022-03-07,00:00:00,15.65,58.0,0.24,0
2022-03-07 01:00:00,2022-03-07,01:00:00,13.51,60.0,1.27,1
2022-03-07 02:00:00,2022-03-07,02:00:00,13.73,60.0,1.26,1
2022-03-07 03:00:00,2022-03-07,03:00:00,14.49,60.0,0.91,1
2022-03-07 04:00:00,2022-03-07,04:00:00,15.62,59.0,0.58,0
2022-03-07 05:00:00,2022-03-07,05:00:00,14.52,60.0,2.2,1
2022-03-07 06:00:00,2022-03-07,06:00:00,-9999999.9,0.0,-999.99,2
2022-03-07 07:00:00,2022-03-07,07:00:00,7.95,60.0,3.25,1
2022-03-07 08:00:00,2022-03-07,08:00:00,8.17,60.0,1.92,1
2022-03-07 09:00:00,2022-03-07,09:00:00,4.98,60.0,1.89,1
2022-03-07 10:00:00,2022-03-07,10:00:00,6.39,60.0,1.66,1
2022-03-07 11:00:00,2022-03-07,11:00:00,5.75,60.0,1.81,1
2022-03-07 12:00:00,2022-03-07,12:00:00,10.11,60.0,0.4,1
2022-03-07 13:00:00,2022-03-07,13:00:00,10.52,60.0,0.27,1
2022-03-07 14:00:00,2022-03-07,14:00:00,10.96,60.0,0.79,1
2022-03-07 15:00:00,2022-03-07,15:00:00,12.64,60.0,0.42,1
2022-03-07 16:00:00,2022-03-07,16:00:00,13.59,60.0,0.2,1
2022-03-07 17:00:00,2022-03-07,17:00:00,14.03,60.0,0.25,1
2022-03-07 18:00:00,2022-03-07,18:00:00,14.16,60.0,0.5,1
2022-03-07 19:00:00,2022-03-07,19:00:00,13.59,60.0,0.3,1
2022-03-07 20:00:00,2022-03-07,20:00:00,14.1,60.0,0.44,1
2022-03-07 21:00:00,2022-03-07,21:00:00,13.91,60.0,0.4,1
2022-03-07 22:00:00,2022-03-07,22:00:00,13.27,60.0,0.68,1
2022-03-07 23:00:00,2022-03-07,23:00:00,12.08,60.0,2.76,1
2022-03-08 00:00:00,2022-03-08,00:00:00,7.67,60.0,2.69,1
2022-03-08 01:00:00,2022-03-08,01:00:00,11.12,60.0,2.93,1
2022-03-08 02:00:00,2022-03-08,02:00:00,14.48,60.0,1.21,1
2022-03-08 03:00:00,2022-03-08,03:00:00,14.68,60.0,1.52,1
2022-03-08 04:00:00,2022-03-08,04:00:00,14.04,60.0,1.34,1
2022-03-08 05:00:00,2022-03-08,05:00:00,14.61,60.0,1.02,1
2022-03-08 06:00:00,2022-03-08,06:00:00,-9999999.9,0.0,-999.99,2
2022-03-08 07:00:00,2022-03-08,07:00:00,15.06,60.0,0.33,1
2022-03-08 08:00:00,2022-03-08,08:00:00,15.26,60.0,0.88,1
2022-03-08 09:00:00,2022-03-08,09:00:00,14.11,60.0,1.32,1
2022-03-08 10:00:00,2022-03-08,10:00:00,14.17,60.0,1.29,1
2022-03-08 11:00:00,2022-03-08,11:00:00,15.29,60.0,1.13,1
2022-03-08 12:00:00,2022-03-08,12:00:00,15.46,60.0,1.92,1
2022-03-08 13:00:00,2022-03-08,13:00:00,15.98,60.0,0.39,1
2022-03-08 14:00:00,2022-03-08,14:00:00,15.77,60.0,1.07,1
2022-03-08 15:00:00,2022-03-08,15:00:00,16.01,60.0,0.6,1
2022-03-08 16:00:00,2022-03-08,16:00:00,15.74,60.0,0.7,1
2022-03-08 17:00:00,2022-03-08,17:00:00,16.03,60.0,0.45,1
2022-03-08 18:00:00,2022-03-08,18:00:00,16.59,60.0,0.4,1
2022-03-08 19:00:00,2022-03-08,19:00:00,16.07,60.0,0.71,1
2022-03-08 20:00:00,2022-03-08,20:00:00,14.82,60.0,0.89,1
2022-03-08 21:00:00,2022-03-08,21:00:00,15.04,60.0,0.44,1
2022-03-08 22:00:00,2022-03-08,22:00:00,18.34,60.0,4.82,1
2022-03-08 23:00:00,2022-03-08,23:00:00,23.86,60.0,0.31,0
2022-03-09 00:00:00,2022-03-09,00:00:00,23.18,60.0,0.23,0
2022-03-09 01:00:00,2022-03-09,01:00:00,23.44,59.0,0.22,0
2022-03-09 02:00:00,2022-03-09,02:00:00,23.2,60.0,0.16,0
2022-03-09 03:00:00,2022-03-09,03:00:00,22.91,60.0,0.17,0
2022-03-09 04:00:00,2022-03-09,04:00:00,22.59,60.0,0.19,0
2022-03-09 05:00:00,2022-03-09,05:00:00,21.93,60.0,0.27,0
2022-03-09 06:00:00,2022-03-09,06:00:00,-9999999.9,0.0,-999.99,2
2022-03-09 07:00:00,2022-03-09,07:00:00,20.32,60.0,0.4,0
2022-03-09 08:00:00,2022-03-09,08:00:00,19.25,60.0,0.24,0
2022-03-09 09:00:00,2022-03-09,09:00:00,18.76,60.0,0.16,0
2022-03-09 10:00:00,2022-03-09,10:00:00,18.71,60.0,0.15,0
2022-03-09 11:00:00,2022-03-09,11:00:00,18.01,60.0,0.3,0
2022-03-09 12:00:00,2022-03-09,12:00:00,17.55,59.0,0.18,0
2022-03-09 13:00:00,2022-03-09,13:00:00,17.1,60.0,0.16,0
2022-03-09 14:00:00,2022-03-09,14:00:00,16.66,60.0,0.36,0
2022-03-09 15:00:00,2022-03-09,15:00:00,17.02,60.0,0.29,0
2022-03-09 16:00:00,2022-03-09,16:00:00,16.7,58.0,0.41,0
2022-03-09 17:00:00,2022-03-09,17:00:00,16.69,60.0,0.39,0
2022-03-09 18:00:00,2022-03-09,18:00:00,16.36,56.0,0.43,0
2022-03-09 19:00:00,2022-03-09,19:00:00,16.87,57.0,0.5,0
2022-03-09 20:00:00,2022-03-09,20:00:00,16.7,60.0,0.38,0
2022-03-09 21:00:00,2022-03-09,21:00:00,17.91,60.0,0.49,0
2022-03-09 22:00:00,2022-03-09,22:00:00,18.01,60.0,0.17,0
2022-03-09 23:00:00,2022-03-09,23:00:00,17.28,54.0,0.34,0
2022-03-10 00:00:00,2022-03-10,00:00:00,16.96,60.0,0.26,0
2022-03-10 01:00:00,2022-03-10,01:00:00,15.84,60.0,0.52,1
2022-03-10 02:00:00,2022-03-10,02:00:00,16.85,43.0,0.31,0
2022-03-10 03:00:00,2022-03-10,03:00:00,17.12,60.0,0.24,0
2022-03-10 04:00:00,2022-03-10,04:00:00,17.78,60.0,0.21,0
2022-03-10 05:00:00,2022-03-10,05:00:00,18.05,60.0,0.19,0
2022-03-10 06:00:00,2022-03-10,06:00:00,-9999999.9,0.0,-999.99,2
2022-03-10 07:00:00,2022-03-10,07:00:00,18.21,60.0,0.25,0
2022-03-10 08:00:00,2022-03-10,08:00:00,18.84,60.0,0.23,0
2022-03-10 09:00:00,2022-03-10,09:00:00,17.93,60.0,0.52,0
2022-03-10 10:00:00,2022-03-10,10:00:00,16.58,55.0,0.31,0
